Time [s], Analyzer Name, Decoded Protocol Result
1.005428437500000,SPI,MOSI: '4' (0x04);  MISO: '0' (0x00)
1.005507062500000,SPI,MOSI: B (0x42);  MISO: '0' (0x00)
1.005575875000000,SPI,MOSI: u (0x75);  MISO: '0' (0x00)
1.005656437500000,SPI,MOSI: C (0x43);  MISO: '0' (0x00)
1.005725812500000,SPI,MOSI: '1' (0x01);  MISO: '0' (0x00)
1.005929937500000,SPI,MOSI: D (0x44);  MISO: '0' (0x00)
1.005998750000000,SPI,MOSI: '19' (0x13);  MISO: '0' (0x00)
1.006078375000000,SPI,MOSI: E (0x45);  MISO: '0' (0x00)
1.006147687500000,SPI,MOSI: '1' (0x01);  MISO: '0' (0x00)
1.006226312500000,SPI,MOSI: F (0x46);  MISO: '0' (0x00)
1.006421187500000,SPI,MOSI: '19' (0x13);  MISO: '0' (0x00)
1.006500750000000,SPI,MOSI: '4' (0x04);  MISO: '0' (0x00)
1.006569125000000,SPI,MOSI: '7' (0x07);  MISO: '0' (0x00)
1.010131625000000,SPI,MOSI: '0' (0x00);  MISO: ' ' (0x20)
1.010196625000000,SPI,MOSI: '255' (0xFF);  MISO: '0' (0x00)
1.010407062500000,SPI,MOSI: '1' (0x01);  MISO: '0' (0x00)
1.010475937500000,SPI,MOSI: '255' (0xFF);  MISO: '0' (0x00)
1.010562812500000,SPI,MOSI: '7' (0x07);  MISO: '0' (0x00)
1.010632187500000,SPI,MOSI: '26' (0x1A);  MISO: '0' (0x00)
1.010712500000000,SPI,MOSI: '14' (0x0E);  MISO: '0' (0x00)
1.010907375000000,SPI,MOSI: Z (0x5A);  MISO: '0' (0x00)
1.010990875000000,SPI,MOSI: '15' (0x0F);  MISO: '0' (0x00)
1.011060687500000,SPI,MOSI: '0' (0x00);  MISO: '0' (0x00)
1.011138812500000,SPI,MOSI: '16' (0x10);  MISO: '0' (0x00)
1.011203750000000,SPI,MOSI: Z (0x5A);  MISO: '0' (0x00)
1.011412750000000,SPI,MOSI: '17' (0x11);  MISO: '0' (0x00)
1.011478187500000,SPI,MOSI: Z (0x5A);  MISO: '0' (0x00)
1.011561687500000,SPI,MOSI: '18' (0x12);  MISO: '0' (0x00)
1.011627125000000,SPI,MOSI: '0' (0x00);  MISO: '0' (0x00)
1.011705250000000,SPI,MOSI: '19' (0x13);  MISO: '0' (0x00)
1.011897875000000,SPI,MOSI: Z (0x5A);  MISO: '0' (0x00)
1.011978000000000,SPI,MOSI: '20' (0x14);  MISO: '0' (0x00)
1.012046812500000,SPI,MOSI: '31' (0x1F);  MISO: '0' (0x00)
1.012127437500000,SPI,MOSI: '2' (0x02);  MISO: '0' (0x00)
1.012195750000000,SPI,MOSI: @ (0x40);  MISO: '0' (0x00)
1.012399875000000,SPI,MOSI: '3' (0x03);  MISO: '0' (0x00)
1.012468750000000,SPI,MOSI: '0' (0x00);  MISO: '0' (0x00)
1.012546875000000,SPI,MOSI: '0' (0x00);  MISO: '0' (0x00)
1.012611812500000,SPI,MOSI: '255' (0xFF);  MISO: '0' (0x00)
1.012696812500000,SPI,MOSI: '1' (0x01);  MISO: '0' (0x00)
1.012891125000000,SPI,MOSI: '255' (0xFF);  MISO: '0' (0x00)
1.012977062500000,SPI,MOSI: '22' (0x16);  MISO: '0' (0x00)
1.013046937500000,SPI,MOSI: '192' (0xC0);  MISO: '0' (0x00)
1.013125562500000,SPI,MOSI: @ (0x40);  MISO: '0' (0x00)
1.013193875000000,SPI,MOSI: '2' (0x02);  MISO: '0' (0x00)
1.013398000000000,SPI,MOSI: A (0x41);  MISO: '0' (0x00)
1.013463437500000,SPI,MOSI: '4' (0x04);  MISO: '0' (0x00)
1.013545500000000,SPI,MOSI: B (0x42);  MISO: '0' (0x00)
1.013610937500000,SPI,MOSI: t (0x74);  MISO: '0' (0x00)
1.013694437500000,SPI,MOSI: C (0x43);  MISO: '0' (0x00)
1.013760375000000,SPI,MOSI: '1' (0x01);  MISO: '0' (0x00)
1.013967875000000,SPI,MOSI: D (0x44);  MISO: '0' (0x00)
1.014033312500000,SPI,MOSI: '19' (0x13);  MISO: '0' (0x00)
1.014116312500000,SPI,MOSI: E (0x45);  MISO: '0' (0x00)
1.014182250000000,SPI,MOSI: '1' (0x01);  MISO: '0' (0x00)
1.014264312500000,SPI,MOSI: F (0x46);  MISO: '0' (0x00)
1.014455687500000,SPI,MOSI: '19' (0x13);  MISO: '0' (0x00)
1.014538750000000,SPI,MOSI: '4' (0x04);  MISO: '0' (0x00)
1.014603687500000,SPI,MOSI: '7' (0x07);  MISO: '0' (0x00)
1.018024312500000,SPI,MOSI: '0' (0x00);  MISO: ' ' (0x20)
1.018092687500000,SPI,MOSI: '255' (0xFF);  MISO: '0' (0x00)
1.018174250000000,SPI,MOSI: '1' (0x01);  MISO: '0' (0x00)
1.018243125000000,SPI,MOSI: '255' (0xFF);  MISO: '0' (0x00)
1.018455500000000,SPI,MOSI: '7' (0x07);  MISO: '0' (0x00)
1.018524875000000,SPI,MOSI: '26' (0x1A);  MISO: '0' (0x00)
1.018608625000000,SPI,MOSI: '14' (0x0E);  MISO: '0' (0x00)
1.018674562500000,SPI,MOSI: Z (0x5A);  MISO: '0' (0x00)
1.018758062500000,SPI,MOSI: '15' (0x0F);  MISO: '0' (0x00)
1.018953375000000,SPI,MOSI: '0' (0x00);  MISO: '0' (0x00)
1.019031500000000,SPI,MOSI: '16' (0x10);  MISO: '0' (0x00)
1.019096437500000,SPI,MOSI: Z (0x5A);  MISO: '0' (0x00)
1.019179937500000,SPI,MOSI: '17' (0x11);  MISO: '0' (0x00)
1.019248812500000,SPI,MOSI: Z (0x5A);  MISO: '0' (0x00)
1.019454375000000,SPI,MOSI: '18' (0x12);  MISO: '0' (0x00)
1.019523250000000,SPI,MOSI: '0' (0x00);  MISO: '0' (0x00)
1.019601375000000,SPI,MOSI: '19' (0x13);  MISO: '0' (0x00)
1.019670687500000,SPI,MOSI: Z (0x5A);  MISO: '0' (0x00)
1.019750812500000,SPI,MOSI: '20' (0x14);  MISO: '0' (0x00)
1.019945125000000,SPI,MOSI: '31' (0x1F);  MISO: '0' (0x00)
1.020025687500000,SPI,MOSI: '2' (0x02);  MISO: '0' (0x00)
1.020094062500000,SPI,MOSI: @ (0x40);  MISO: '0' (0x00)
1.020172687500000,SPI,MOSI: '3' (0x03);  MISO: '0' (0x00)
1.020241562500000,SPI,MOSI: '0' (0x00);  MISO: '0' (0x00)
1.020445187500000,SPI,MOSI: '0' (0x00);  MISO: '0' (0x00)
1.020510125000000,SPI,MOSI: '255' (0xFF);  MISO: '0' (0x00)
1.020595125000000,SPI,MOSI: '1' (0x01);  MISO: '0' (0x00)
1.020663937500000,SPI,MOSI: '255' (0xFF);  MISO: '0' (0x00)
1.020749875000000,SPI,MOSI: '22' (0x16);  MISO: '0' (0x00)
1.020945250000000,SPI,MOSI: '192' (0xC0);  MISO: '0' (0x00)
1.021023812500000,SPI,MOSI: @ (0x40);  MISO: '0' (0x00)
1.021088812500000,SPI,MOSI: '2' (0x02);  MISO: '0' (0x00)
1.021170812500000,SPI,MOSI: A (0x41);  MISO: '0' (0x00)
1.021236250000000,SPI,MOSI: '4' (0x04);  MISO: '0' (0x00)
1.021440375000000,SPI,MOSI: B (0x42);  MISO: '0' (0x00)
1.021509250000000,SPI,MOSI: s (0x73);  MISO: '0' (0x00)
1.021593187500000,SPI,MOSI: C (0x43);  MISO: '0' (0x00)
1.021659125000000,SPI,MOSI: '1' (0x01);  MISO: '0' (0x00)
1.021741187500000,SPI,MOSI: D (0x44);  MISO: '0' (0x00)
1.021929937500000,SPI,MOSI: '19' (0x13);  MISO: '0' (0x00)
